pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
6135,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs bred for racing is wearing striped uniforms and is running down a track,A_entails_B,B_entails_A
6136,A group of racing dogs is wearing striped uniforms and is running down a track,There is no group of racing dogs wearing striped uniforms and running down a track,A_contradicts_B,B_contradicts_A
6137,A group of dogs are racing and have muzzles on their noses,A group of dogs bred for racing is wearing striped uniforms and is running down a track,A_neutral_B,B_neutral_A
6138,There is no group of racing dogs wearing striped uniforms and running down a track,A group of dogs are racing and have muzzles on their noses,A_neutral_B,B_neutral_A
6139,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs are racing furiously and have muzzles on the noses,A_neutral_B,B_neutral_A
6140,A group of dogs are resting without muzzles,A group of racing dogs is wearing striped uniforms and is running down a track,A_neutral_B,B_neutral_A
6141,A group of racing dogs are nosing a muzzle,A group of racing dogs is wearing striped uniforms and is running down a track,A_neutral_B,B_neutral_A
6142,A group of racing dogs is wearing striped uniforms and is running down a track,A group of dogs are racing and have muzzles on their noses,A_neutral_B,B_neutral_A
6143,Two people are wading through the water,A couple or people are wading through the water,A_entails_B,B_entails_A
6144,Two people are walking near the water,Two people are wading through the water,A_contradicts_B,B_neutral_A
6145,Two people are standing in the ocean and watching the sunset,Two people are standing in the ocean and looking at the sunset,A_entails_B,B_entails_A
6146,Two people are standing in the ocean and watching the sunset,Nobody is standing in the ocean and watching the sunset,A_contradicts_B,B_contradicts_A
6147,Two people are standing in the ocean and looking at the sunset,Two people are wading through the water,A_entails_B,B_neutral_A
6148,Nobody is standing in the ocean and watching the sunset,Two people are wading through the water,A_neutral_B,B_neutral_A
6149,Two people are standing in the ocean and watching the sunset,A couple or people are wading through the water,A_neutral_B,B_neutral_A
6150,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,A_neutral_B,B_neutral_A
6151,Two people are standing in the ocean and watching the sunset,Two people are wading through the water,A_neutral_B,B_neutral_A
6152,A race car driver is standing up and is fiercely pointing his hand at the sky,A race car driver is standing up and pointing his hand at the sky,A_entails_B,B_neutral_A
6153,A race car driver is standing up and pointing his hand at the sky,A race car driver is sitting down and is motionless,A_neutral_B,B_neutral_A
6154,The person in the blue jacket is wearing a colorful helmet,A person in a blue jacket is wearing a colorful helmet,A_entails_B,B_entails_A
6155,The person in the blue jacket is putting down a colorful helmet,The person in the blue jacket is wearing a colorful helmet,A_contradicts_B,B_neutral_A
6156,A race car driver is standing up and pointing his hand at the sky,A person in a blue jacket is wearing a colorful helmet,A_neutral_B,B_neutral_A
6157,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is putting down a colorful helmet,A_neutral_B,B_neutral_A
6158,A race car driver is standing up and is fiercely pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,A_neutral_B,B_neutral_A
6159,The person in the blue jacket is wearing a colorful helmet,A race car driver is sitting down and is motionless,A_neutral_B,B_neutral_A
6160,A race car driver is standing up and pointing his hand at the sky,The person in the blue jacket is wearing a colorful helmet,A_neutral_B,B_neutral_A
6161,A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms,A_entails_B,B_entails_A
6162,A boy and a girl are naked,A boy and a girl in swimsuits are wearing arm floats,A_contradicts_B,B_contradicts_A
6163,The boy and the girl are cheerfully playing and wearing arm floats,The boy and the girl are playing and wearing arm floats,A_entails_B,B_neutral_A
6164,The boy and the girl are playing and wearing arm floats,The boy and the girl are not playing and wearing arm floats,A_contradicts_B,B_contradicts_A
6165,The boy and the girl are cheerfully playing and wearing arm floats,A boy and a girl in swimsuits are wearing arm floats,A_neutral_B,B_neutral_A
6166,The boy and the girl are not playing and wearing arm floats,A boy and a girl in swimsuits are wearing arm floats,A_neutral_B,B_neutral_A
6167,A boy and a girl in swimsuits are wearing floats for their arms,The boy and the girl are playing and wearing arm floats,A_neutral_B,B_neutral_A
6168,The boy and the girl are playing and wearing arm floats,A boy and a girl are naked,A_neutral_B,B_neutral_A
6169,A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats,A_neutral_B,B_neutral_A
6170,A woman in a yellow dyed shirt is surfing on a pink surfboard,A woman in a yellow shirt is surfing on a pink surfboard,A_entails_B,B_entails_A
6171,A woman in a yellow shirt is surfing on a pink surfboard,There is no woman in a yellow shirt surfing on a pink surfboard,A_contradicts_B,B_contradicts_A
6172,A woman in a yellow shirt is surfing on a pink surfboard,A woman in a pink shirt is surfing through yellow surfboards,A_neutral_B,B_neutral_A
6173,The wave is being ridden by a surfer,A surfer is riding the wave,A_entails_B,B_entails_A
6174,A surfer is falling off the wave,A surfer is riding the wave,A_contradicts_B,B_contradicts_A
6175,A surfer is riding the wave,A rider is waving at a surfer,A_neutral_B,B_neutral_A
6176,The wave is being ridden by a surfer,A woman in a yellow shirt is surfing on a pink surfboard,A_neutral_B,B_neutral_A
6177,A surfer is falling off the wave,A woman in a yellow shirt is surfing on a pink surfboard,A_neutral_B,B_neutral_A
6178,A rider is waving at a surfer,A woman in a yellow shirt is surfing on a pink surfboard,A_neutral_B,B_neutral_A
6179,A woman in a yellow dyed shirt is surfing on a pink surfboard,A surfer is riding the wave,A_entails_B,B_neutral_A
6180,A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard,A_neutral_B,B_neutral_A
6181,A woman in a pink shirt is surfing through yellow surfboards,A surfer is riding the wave,A_neutral_B,B_neutral_A
6182,A surfer is riding the wave,A woman in a yellow shirt is surfing on a pink surfboard,A_neutral_B,B_neutral_A
6183,Four people are sitting on a low cement ledge,Some people are sitting on a low cement ledge,A_entails_B,B_neutral_A
6184,Four people are standing on a low cement ledge,Four people are sitting on a low cement ledge,A_neutral_B,B_neutral_A
6185,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,The group of people is sitting on a rocky ledge and a scenic view is behind them,A_entails_B,B_entails_A
6186,The group of people is sitting on a rocky ledge and a scenic view is behind them,The group of people is not sitting on a rocky ledge with a scenic view behind them,A_contradicts_B,B_contradicts_A
6187,The group of people is sitting on a ledge which is rocky and a scenic view is behind them,Four people are sitting on a low cement ledge,A_neutral_B,B_neutral_A
6188,The group of people is not sitting on a rocky ledge with a scenic view behind them,Four people are sitting on a low cement ledge,A_neutral_B,B_neutral_A
6189,Some people are sitting on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,A_neutral_B,B_neutral_A
6190,Four people are standing on a low cement ledge,The group of people is sitting on a rocky ledge and a scenic view is behind them,A_neutral_B,B_neutral_A
6191,The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge,A_neutral_B,B_neutral_A
6192,Two girls are laughing breathlessly and other girls are watching them,Two girls are laughing and other girls are watching them,A_entails_B,B_neutral_A
6193,Two girls are laughing and other girls are watching them,There is no girl laughing and there is no other girl watching,A_contradicts_B,B_contradicts_A
6194,A group of Asian girls are standing together,The group of Asian girls are standing together,A_entails_B,B_entails_A
6195,A group of Asian girls are standing by themselves,A group of Asian girls are standing together,A_entails_B,B_neutral_A
6196,Two girls are laughing and other girls are watching them,The group of Asian girls are standing together,A_neutral_B,B_neutral_A
6197,A group of Asian girls are standing by themselves,Two girls are laughing and other girls are watching them,A_neutral_B,B_neutral_A
6198,A group of Asian girls are standing together,Two girls are laughing breathlessly and other girls are watching them,A_neutral_B,B_neutral_A
6199,There is no girl laughing and there is no other girl watching,A group of Asian girls are standing together,A_neutral_B,B_neutral_A
6200,A group of Asian girls are standing together,Two girls are laughing and other girls are watching them,A_neutral_B,B_neutral_A
6201,A bicyclist is holding a bike over his head in a group of people,A bike is being held over his head by a bicyclist in a group of people,A_entails_B,B_entails_A
6202,A bicyclist is holding a bike over his head in a group of people,A lone bicyclist is putting down a bike,A_contradicts_B,B_contradicts_A
6203,A bicyclist is holding a bike over his head in a group of people,A cyclist is being held over the heads of a group of people with the bike,A_neutral_B,B_neutral_A
6204,A cold cyclist is celebrating,Something is being celebrated by a cold cyclist,A_entails_B,B_entails_A
6205,A cold cyclist is celebrating,There is no cold cyclist celebrating,A_contradicts_B,B_contradicts_A
6206,Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,A_neutral_B,B_neutral_A
6207,A bicyclist is holding a bike over his head in a group of people,There is no cold cyclist celebrating,A_neutral_B,B_neutral_A
6208,A cold cyclist is celebrating,A bike is being held over his head by a bicyclist in a group of people,A_neutral_B,B_neutral_A
6209,A lone bicyclist is putting down a bike,A cold cyclist is celebrating,A_neutral_B,B_neutral_A
6210,A cold cyclist is celebrating,A cyclist is being held over the heads of a group of people with the bike,A_neutral_B,B_neutral_A
6211,A cold cyclist is celebrating,A bicyclist is holding a bike over his head in a group of people,A_neutral_B,B_neutral_A
6212,A man is sitting peacefully on a boat in front of the sunset near a flag,"A man is sitting on a boat in font of the sunset, near a flag",A_entails_B,B_neutral_A
6213,"A man is sitting on a boat in font of the sunset, near a flag",A man is standing on a boat in front of the sunset near a flag,A_neutral_B,B_neutral_A
6214,A man is on a ship in front of the sunset,A man is on a boat in front of the sunset,A_entails_B,B_neutral_A
6215,There is no man on a boat in front of the sunset,A man is on a boat in front of the sunset,A_contradicts_B,B_contradicts_A
6216,"A man is sitting on a boat in font of the sunset, near a flag",A man is on a ship in front of the sunset,A_entails_B,B_neutral_A
6217,There is no man on a boat in front of the sunset,"A man is sitting on a boat in font of the sunset, near a flag",A_contradicts_B,B_contradicts_A
6218,A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,A_entails_B,B_neutral_A
6219,A man is standing on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,A_entails_B,B_neutral_A
6220,"A man is sitting on a boat in font of the sunset, near a flag",A man is on a boat in front of the sunset,A_entails_B,B_neutral_A
6221,Some people at a drag race are looking at the flames that are coming out of the cars,People at a drag race are looking at the flames that are coming out of the cars,A_entails_B,B_entails_A
6222,People at a drag race are looking at the flames that are coming out of the cars,People at a drag race are running away from the flames that are coming out of the cars,A_neutral_B,B_neutral_A
6223,The crowd is watching two cars designed for racing that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,A_entails_B,B_entails_A
6224,The crowd is not watching two racing cars that are leaving the starting line,The crowd is watching two racing cars that are leaving the starting line,A_contradicts_B,B_contradicts_A
6225,The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,A_neutral_B,B_neutral_A
6226,People at a drag race are looking at the flames that are coming out of the cars,The crowd is not watching two racing cars that are leaving the starting line,A_neutral_B,B_neutral_A
6227,The crowd is watching two racing cars that are leaving the starting line,Some people at a drag race are looking at the flames that are coming out of the cars,A_neutral_B,B_neutral_A
6228,People at a drag race are running away from the flames that are coming out of the cars,The crowd is watching two racing cars that are leaving the starting line,A_neutral_B,B_neutral_A
6229,The crowd is watching two racing cars that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,A_neutral_B,B_neutral_A
6230,Two dogs are cheerfully playing together on the grass,Two dogs are playing together on the grass,A_entails_B,B_neutral_A
6231,Two dogs are playing together on the grass,Two dogs are resting together in the grass,A_neutral_B,B_contradicts_A
6232,A big dog and a small white dog are playing together,A big dog and a small dog with a white coat are playing together,A_entails_B,B_neutral_A
6233,A big dog and a small white dog are walking past each other,A big dog and a small white dog are playing together,A_neutral_B,B_neutral_A
6234,Two dogs are playing together on the grass,A big dog and a small dog with a white coat are playing together,A_neutral_B,B_neutral_A
6235,Two dogs are playing together on the grass,A big dog and a small white dog are walking past each other,A_neutral_B,B_neutral_A
6236,Two dogs are cheerfully playing together on the grass,A big dog and a small white dog are playing together,A_neutral_B,B_neutral_A
6237,A big dog and a small white dog are playing together,Two dogs are resting together in the grass,A_neutral_B,B_neutral_A
6238,A big dog and a small white dog are playing together,Two dogs are playing together on the grass,A_neutral_B,B_neutral_A
6239,"A dog, which is brown, is jumping in the air",A brown dog is jumping in the air,A_entails_B,B_entails_A
6240,A brown dog is jumping in the air,A brown dog is sitting down,A_neutral_B,B_contradicts_A
6241,A malnourished looking dog is standing on its hind legs and preparing to jump,The malnourished looking dog is standing on its hind legs and is preparing to jump,A_entails_B,B_entails_A
6242,A healthy looking dog is lying on the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,A_neutral_B,B_neutral_A
6243,The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,A_neutral_B,B_neutral_A
6244,A brown dog is jumping in the air,A healthy looking dog is lying on the ground,A_neutral_B,B_neutral_A
6245,"A dog, which is brown, is jumping in the air",A malnourished looking dog is standing on its hind legs and preparing to jump,A_neutral_B,B_neutral_A
6246,A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump,A_neutral_B,B_neutral_A
6247,A brown dog is jumping in the air,A malnourished looking dog is standing on its hind legs and preparing to jump,A_neutral_B,B_neutral_A
6248,The cop is sitting on a police bike,The cop is sitting on a police bicycle,A_entails_B,B_entails_A
6249,The cop is not sitting on a police bike,The cop is sitting on a police bike,A_contradicts_B,B_contradicts_A
6250,A policeman is sitting tiredly on a motorcycle,A policeman is sitting on a motorcycle,A_entails_B,B_neutral_A
6251,A policeman is sitting on a motorcycle,A policeman is getting off of a motorcycle,A_contradicts_B,B_contradicts_A
6252,A policeman is sitting on a motorcycle,A motorcyclist is sitting by a police man,A_neutral_B,B_neutral_A
6253,A policeman is sitting tiredly on a motorcycle,The cop is sitting on a police bike,A_entails_B,B_neutral_A
6254,A policeman is getting off of a motorcycle,The cop is sitting on a police bike,A_neutral_B,B_neutral_A
6255,The cop is sitting on a police bike,A motorcyclist is sitting by a police man,A_neutral_B,B_neutral_A
6256,The cop is sitting on a police bicycle,A policeman is sitting on a motorcycle,A_neutral_B,B_neutral_A
6257,A policeman is sitting on a motorcycle,The cop is not sitting on a police bike,A_contradicts_B,B_contradicts_A
6258,A policeman is sitting on a motorcycle,The cop is sitting on a police bike,A_entails_B,B_neutral_A
6259,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,A_entails_B,B_entails_A
6260,Two women are wearing bikinis on the sandy beach,There are no women wearing bikinis on the sandy beach,A_contradicts_B,B_contradicts_A
6261,Two women are wearing bikinis and walking on the sand,Two women are wearing bikinis and are walking on the sand,A_entails_B,B_entails_A
6262,Two women are naked and are standing on the sand,Two women are wearing bikinis and are walking on the sand,A_contradicts_B,B_neutral_A
6263,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis and walking on the sand,A_neutral_B,B_neutral_A
6264,Two women are wearing bikinis on the sandy beach,Two women are naked and are standing on the sand,A_neutral_B,B_neutral_A
6265,Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the beach which is sandy,A_entails_B,B_neutral_A
6266,Two women are wearing bikinis and are walking on the sand,There are no women wearing bikinis on the sandy beach,A_contradicts_B,B_contradicts_A
6267,Two women are wearing bikinis and are walking on the sand,Two women are wearing bikinis on the sandy beach,A_entails_B,B_neutral_A
6268,A dog is swimming in a lake and the sun is shining on him,The dog is swimming in a lake and the sun is shining on him,A_entails_B,B_entails_A
6269,A dog is swimming in a lake and the sun is shining on him,There is no dog swimming in a lake with sunshine shining on him,A_contradicts_B,B_contradicts_A
6270,A dog with a golden coat is swimming clumsily through the water,A dog with a golden coat is swimming through the water,A_entails_B,B_neutral_A
6271,A dog with a golden coat is walking out of the water,A dog with a golden coat is swimming through the water,A_neutral_B,B_neutral_A
6272,A dog with a golden coat is swimming clumsily through the water,A dog is swimming in a lake and the sun is shining on him,A_neutral_B,B_neutral_A
6273,A dog is swimming in a lake and the sun is shining on him,A dog with a golden coat is walking out of the water,A_contradicts_B,B_neutral_A
6274,The dog is swimming in a lake and the sun is shining on him,A dog with a golden coat is swimming through the water,A_neutral_B,B_neutral_A
6275,A dog with a golden coat is swimming through the water,There is no dog swimming in a lake with sunshine shining on him,A_neutral_B,B_contradicts_A
6276,A dog with a golden coat is swimming through the water,A dog is swimming in a lake and the sun is shining on him,A_neutral_B,B_neutral_A
6277,"A dog, which has a black coat, is running in the grass and its tongue is hanging out",A black dog is running in the grass and its tongue is hanging out,A_entails_B,B_entails_A
6278,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass and its tongue is hanging out,A_contradicts_B,B_contradicts_A
6279,A black dog is running in the grass and its tongue is hanging out,A black dog is hanging out in the grass and running with its tongue out,A_entails_B,B_entails_A
6280,"A dog, which is black, is running in the grass",A black dog is running in the grass,A_entails_B,B_entails_A
6281,A black dog is running in the grass,A black dog is lying in the grass,A_neutral_B,B_neutral_A
6282,A black dog is running in the grass and its tongue is hanging out,"A dog, which is black, is running in the grass",A_entails_B,B_neutral_A
6283,A black dog is running in the grass and its tongue is hanging out,A black dog is lying in the grass,A_neutral_B,B_contradicts_A
6284,"A dog, which has a black coat, is running in the grass and its tongue is hanging out",A black dog is running in the grass,A_entails_B,B_neutral_A
6285,A black dog is sitting in the grass and keeping its mouth closed,A black dog is running in the grass,A_neutral_B,B_neutral_A
6286,A black dog is hanging out in the grass and running with its tongue out,A black dog is running in the grass,A_entails_B,B_entails_A
6287,A black dog is running in the grass and its tongue is hanging out,A black dog is running in the grass,A_entails_B,B_neutral_A
6288,"The cheerleaders are parading and wearing uniforms which are black, pink and white","The cheerleaders are parading and wearing black, pink and white uniforms",A_entails_B,B_entails_A
6289,"The cheerleaders are not parading and are not wearing black, pink and white uniforms","The cheerleaders are parading and wearing black, pink and white uniforms",A_contradicts_B,B_contradicts_A
6290,A large group of cheerleaders is walking in a parade,Many cheerleaders are walking in a parade,A_entails_B,B_entails_A
6291,A large group of cheerleaders is walking in a parade,There is no large group of cheerleaders walking in a parade,A_contradicts_B,B_contradicts_A
6292,Many cheerleaders are walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",A_neutral_B,B_neutral_A
6293,There is no large group of cheerleaders walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",A_contradicts_B,B_neutral_A
6294,A large group of cheerleaders is walking in a parade,"The cheerleaders are parading and wearing uniforms which are black, pink and white",A_neutral_B,B_neutral_A
6295,A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms",A_neutral_B,B_neutral_A
6296,A large group of cheerleaders is walking in a parade,"The cheerleaders are parading and wearing black, pink and white uniforms",A_neutral_B,B_neutral_A
6297,The man is sitting outside under a purple umbrella,The man is sitting outdoors under a purple umbrella,A_entails_B,B_entails_A
6298,The man is sitting indoors,The man is sitting outside under a purple umbrella,A_neutral_B,B_contradicts_A
6299,A shoeless woman is sitting on a blanket under a lavender umbrella,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",A_entails_B,B_entails_A
6300,A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella,A_neutral_B,B_neutral_A
6301,"A woman, who is shoeless, is sitting on a blanket under a lavender umbrella",The man is sitting outside under a purple umbrella,A_neutral_B,B_neutral_A
6302,A shoeless woman is standing over a blanket near a lavender umbrella,The man is sitting outside under a purple umbrella,A_neutral_B,B_neutral_A
6303,The man is sitting outdoors under a purple umbrella,A shoeless woman is sitting on a blanket under a lavender umbrella,A_neutral_B,B_neutral_A
6304,The man is sitting indoors,A shoeless woman is sitting on a blanket under a lavender umbrella,A_neutral_B,B_neutral_A
6305,A shoeless woman is sitting on a blanket under a lavender umbrella,The man is sitting outside under a purple umbrella,A_neutral_B,B_neutral_A
6306,The woman is playing with two young boys at a park,A woman is playing with two young boys at a park,A_entails_B,B_entails_A
6307,A woman is playing with two young boys at a park,There is no woman playing with two young boys at a park,A_contradicts_B,B_contradicts_A
6308,A lady is standing near three children,A woman is standing near three children,A_entails_B,B_entails_A
6309,A woman is standing near three children,There is no woman standing near three children,A_contradicts_B,B_contradicts_A
6310,A woman is playing with two young boys at a park,A lady is standing near three children,A_neutral_B,B_neutral_A
6311,There is no woman standing near three children,A woman is playing with two young boys at a park,A_neutral_B,B_neutral_A
6312,The woman is playing with two young boys at a park,A woman is standing near three children,A_neutral_B,B_neutral_A
6313,A woman is standing near three children,There is no woman playing with two young boys at a park,A_neutral_B,B_neutral_A
6314,A woman is standing near three children,A woman is playing with two young boys at a park,A_neutral_B,B_neutral_A
6315,A yellow dog is running on white snow on a very sunny day,A yellow dog is running on white snow on a sunny day,A_entails_B,B_neutral_A
6316,A yellow dog is stopping on white snow on a sunny day,A yellow dog is running on white snow on a sunny day,A_contradicts_B,B_contradicts_A
6317,A tan dog is running through the snow,"A dog, which is tan, is running through the snow",A_entails_B,B_entails_A
6318,A tan dog is resting in the snow,A tan dog is running through the snow,A_contradicts_B,B_neutral_A
6319,A yellow dog is running on white snow on a sunny day,"A dog, which is tan, is running through the snow",A_entails_B,B_neutral_A
6320,A tan dog is resting in the snow,A yellow dog is running on white snow on a sunny day,A_neutral_B,B_neutral_A
6321,A yellow dog is running on white snow on a very sunny day,A tan dog is running through the snow,A_neutral_B,B_neutral_A
6322,A tan dog is running through the snow,A yellow dog is stopping on white snow on a sunny day,A_neutral_B,B_neutral_A
6323,A tan dog is running through the snow,A yellow dog is running on white snow on a sunny day,A_neutral_B,B_neutral_A
6324,A girl is wearing jeans and a pink shirt and is cheerfully running,A girl is wearing jeans and a pink shirt and is running,A_entails_B,B_neutral_A
6325,A girl is wearing jeans and a pink shirt and is running,There is no girl wearing jeans and a pink shirt and running,A_contradicts_B,B_contradicts_A
6326,A girl is wearing jeans and a pink shirt and is running,A girl is running with a pink shirt and is not wearing jeans,A_contradicts_B,B_neutral_A
6327,The little girl in a pink shirt is running under a tree in the desert,A little girl in a pink shirt is running under a tree in the desert,A_entails_B,B_entails_A
6328,A little boy in a pink shirt is running under a tree in the desert,The little girl in a pink shirt is running under a tree in the desert,A_neutral_B,B_neutral_A
6329,A girl is wearing jeans and a pink shirt and is running,A little girl in a pink shirt is running under a tree in the desert,A_neutral_B,B_neutral_A
6330,A girl is wearing jeans and a pink shirt and is running,A little boy in a pink shirt is running under a tree in the desert,A_neutral_B,B_neutral_A
6331,A girl is wearing jeans and a pink shirt and is cheerfully running,The little girl in a pink shirt is running under a tree in the desert,A_neutral_B,B_neutral_A
6332,The little girl in a pink shirt is running under a tree in the desert,There is no girl wearing jeans and a pink shirt and running,A_contradicts_B,B_contradicts_A
6333,The little girl in a pink shirt is running under a tree in the desert,A girl is running with a pink shirt and is not wearing jeans,A_neutral_B,B_neutral_A
6334,A girl is wearing jeans and a pink shirt and is running,The little girl in a pink shirt is running under a tree in the desert,A_neutral_B,B_neutral_A
6335,The white dog wearing reindeer ears is close to a brown dog,The white dog wearing reindeer ears is near a brown dog,A_entails_B,B_entails_A
6336,The white dog wearing reindeer ears is near a brown dog,The white dog is not wearing reindeer ears and isn't near a brown dog,A_contradicts_B,B_contradicts_A
6337,The white reindeer wearing dog ears is near a brown reindeer,The white dog wearing reindeer ears is near a brown dog,A_neutral_B,B_neutral_A
6338,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,A_entails_B,B_neutral_A
6339,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass,A_contradicts_B,B_contradicts_A
6340,A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,The white dog wearing reindeer ears is near a brown dog,A_entails_B,B_neutral_A
6341,There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,A_contradicts_B,B_neutral_A
6342,The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,A_neutral_B,B_neutral_A
6343,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog is not wearing reindeer ears and isn't near a brown dog,A_contradicts_B,B_contradicts_A
6344,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white reindeer wearing dog ears is near a brown reindeer,A_neutral_B,B_neutral_A
6345,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,A_entails_B,B_neutral_A
6346,"A child, who is young, is riding a bike on a rough dirt path",A young child is riding a bike on a rough dirt path,A_entails_B,B_entails_A
6347,A young child is walking with a bike on a rough dirt path,A young child is riding a bike on a rough dirt path,A_neutral_B,B_neutral_A
6348,The young boy is riding a dirt bike through the mud,A young boy is riding a dirt bike through the mud,A_entails_B,B_entails_A
6349,A young boy is riding a dirt bike through the mud,There is no young boy riding a dirt bike through the mud,A_contradicts_B,B_contradicts_A
6350,A young child is riding a bike on a rough dirt path,The young boy is riding a dirt bike through the mud,A_neutral_B,B_neutral_A
6351,There is no young boy riding a dirt bike through the mud,A young child is riding a bike on a rough dirt path,A_neutral_B,B_neutral_A
6352,"A child, who is young, is riding a bike on a rough dirt path",A young boy is riding a dirt bike through the mud,A_neutral_B,B_neutral_A
6353,A young child is walking with a bike on a rough dirt path,A young boy is riding a dirt bike through the mud,A_neutral_B,B_neutral_A
6354,A young boy is riding a dirt bike through the mud,A young child is riding a bike on a rough dirt path,A_neutral_B,B_neutral_A
6355,A woman in a red dress is playing an instrument,An instrument is being played by a woman in a red dress,A_entails_B,B_entails_A
6356,A woman in a red dress is putting away an instrument,A woman in a red dress is playing an instrument,A_contradicts_B,B_contradicts_A
6357,The woman in a red costume is leaning against a wall made of bricks and playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,A_entails_B,B_entails_A
6358,The woman in a red costume is leaning against a brick wall and playing an instrument,The woman in a red costume is not leaning against a brick wall and is not playing an instrument,A_contradicts_B,B_contradicts_A
6359,The woman in a red costume is leaning against a wall made of bricks and playing an instrument,A woman in a red dress is playing an instrument,A_entails_B,B_neutral_A
6360,The woman in a red costume is not leaning against a brick wall and is not playing an instrument,A woman in a red dress is playing an instrument,A_neutral_B,B_neutral_A
6361,The woman in a red costume is leaning against a brick wall and playing an instrument,An instrument is being played by a woman in a red dress,A_neutral_B,B_neutral_A
6362,A woman in a red dress is putting away an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,A_neutral_B,B_neutral_A
6363,A woman in a red dress is playing an instrument,The woman in a red costume is leaning against a brick wall and playing an instrument,A_neutral_B,B_neutral_A
6364,The child is delightedly playing with toys outdoors,The child is playing with toys outdoors,A_entails_B,B_neutral_A
6365,The child is playing with toys outdoors,The child is playing with toys indoors,A_contradicts_B,B_neutral_A
6366,A young child is wearing a white coat and playing a game,"A child, who is young, is wearing a white coat and playing a game",A_entails_B,B_entails_A
6367,There is no young child wearing a white coat and playing a game,A young child is wearing a white coat and playing a game,A_contradicts_B,B_contradicts_A
6368,A young gamer is playing with a child wearing a white coat,A young child is wearing a white coat and playing a game,A_neutral_B,B_neutral_A
6369,The child is playing with toys outdoors,"A child, who is young, is wearing a white coat and playing a game",A_neutral_B,B_neutral_A
6370,The child is playing with toys outdoors,There is no young child wearing a white coat and playing a game,A_contradicts_B,B_contradicts_A
6371,A young gamer is playing with a child wearing a white coat,The child is playing with toys outdoors,A_neutral_B,B_neutral_A
6372,The child is delightedly playing with toys outdoors,A young child is wearing a white coat and playing a game,A_neutral_B,B_neutral_A
6373,A young child is wearing a white coat and playing a game,The child is playing with toys indoors,A_neutral_B,B_neutral_A
6374,A young child is wearing a white coat and playing a game,The child is playing with toys outdoors,A_neutral_B,B_neutral_A
6375,The man is wearing a wetsuit and is riding a surfboard,The person is wearing a wetsuit and is riding a surfboard,A_entails_B,B_neutral_A
6376,The man is wearing a wetsuit and is riding a surfboard,The man is lying naked near a surfboard,A_contradicts_B,B_neutral_A
6377,A surfer is leaning on a surfboard,The surfer is leaning on a surfboard,A_entails_B,B_entails_A
